City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
87,Faanui,PF,81.05,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
88,Kaitangata,NZ,50.0,broken clouds,-46.2817,169.8464,Kaitangata Motor Camp
89,Vila,PT,52.0,few clouds,42.0304,-8.1588,Hotel Castrum Villae
90,Lagoa,PT,61.79,light rain,39.05,-27.9833,Casa Das Faias
93,Lebu,CL,61.88,clear sky,-37.6167,-73.65,Hostal Las Lilas
94,Jamestown,US,35.01,mist,42.097,-79.2353,Hampton Inn & Suites Jamestown
95,Ribeira Grande,PT,60.8,light rain,38.5167,-28.7,Quinta da Meia Eira
97,Vila Velha,BR,88.0,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
98,East Grinstead,GB,42.01,clear sky,51.1238,-0.0061,Gothic House
99,Maiduguri,NG,76.75,broken clouds,11.8464,13.1603,College of Nursing & Midwifery Female's Hostel
100,Dunedin,NZ,53.01,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
101,Sinnamary,GF,80.62,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
104,Lanigan,CA,15.8,overcast clouds,51.8501,-105.0344,Ross Inn
105,Port Hedland,AU,86.0,broken clouds,-20.3167,118.5667,The Esplanade Hotel
106,Nanortalik,GL,29.89,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
107,Maragogi,BR,82.26,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
108,Dong Hoi,VN,61.05,overcast clouds,17.4833,106.6,Nam Long Hotel
109,Kirkwall,GB,41.0,scattered clouds,58.9848,-2.9587,Ayre Hotel
110,Komsomolskiy,UZ,37.4,mist,40.4272,71.7189,Ikathouse
111,Almoloya,MX,62.6,scattered clouds,19.7,-98.4,Motel Rancho Viejo
112,Noumea,NC,80.01,clear sky,-22.2763,166.4572,Hôtel Le Lagon
113,Berlevag,NO,37.4,broken clouds,70.8578,29.0864,Kvitbrakka
114,Ratnagiri,IN,77.61,clear sky,16.9833,73.3,Hotel Landmark
115,Calabar,NG,81.27,broken clouds,4.9517,8.322000000000001,NAKS Hotels (Formerly NAF Club)
116,Namie,JP,27.0,few clouds,37.4833,141.0,いこいの村なみえ(福島県)
117,Hilton Head Island,US,55.0,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
118,Bredasdorp,ZA,71.6,clear sky,-34.5322,20.0403,Bredasdorp Country Manor
119,Kaeo,NZ,60.01,clear sky,-35.1,173.7833,Bushido Lodge
121,Nishihara,JP,59.0,broken clouds,26.1842,127.7558,Minshuku Agaihama
122,Souillac,MU,80.6,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
123,Lake Charles,US,66.2,clear sky,30.2131,-93.2044,La Quinta Inn & Suites by Wyndham Lake Charles Casino Area
124,Kampong Cham,KH,70.38,few clouds,11.9934,105.4635,7 Makara Hotel
125,Lompoc,US,68.0,clear sky,34.6391,-120.4579,Holiday Inn Express Lompoc
126,Kahului,US,71.6,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
129,Sukhumi,GE,46.08,light rain,43.0033,41.0153,Ritsa Hotel
130,Severo-Kurilsk,RU,22.3,overcast clouds,50.6789,156.125,Kak Doma
131,Antalaha,MG,78.76,light rain,-14.9003,50.2788,Hotel Vitasoa
132,Quatre Cocos,MU,81.0,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
133,Touros,BR,86.0,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
136,Mitsamiouli,KM,81.88,clear sky,-11.3847,43.2844,Foyer ADM
137,Iralaya,HN,80.94,overcast clouds,15.0,-83.2333,Iglesia morava renovada
138,Taytay,PH,78.8,moderate rain,14.5678,121.1394,Date & Dine Resort
139,Mamallapuram,IN,77.0,mist,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
140,Florianopolis,BR,89.6,few clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
141,Matara,LK,76.69,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
142,Victoria,HK,57.0,broken clouds,22.2855,114.1577,Mini Hotel Central
143,Olafsvik,IS,33.33,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
145,New Norfolk,AU,61.0,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
146,Flinders,AU,62.6,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
147,Katsuura,JP,39.99,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
148,Cairns,AU,75.2,light rain,-16.9167,145.7667,Mantra Trilogy Cairns
149,Castro,BR,70.36,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
150,Hami,CN,15.4,clear sky,42.8,93.45,Laoyutang Resort
151,Bathsheba,BB,78.8,broken clouds,13.2167,-59.5167,Atlantis Hotel
152,Ahipara,NZ,64.08,few clouds,-35.1667,173.1667,Ahipara Holiday Park
153,Port Macquarie,AU,62.01,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
155,Hobyo,SO,76.87,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
156,Lamu,KE,80.6,clear sky,-2.2717,40.902,Lamu House
157,Hasaki,JP,34.0,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
158,Klaksvik,FO,39.2,light rain,62.2266,-6.5889999999999995,Airbnb rooms
160,College,US,10.4,overcast clouds,64.8569,-147.8028,Pike's Waterfront Lodge
161,Fernandez,AR,84.99,clear sky,-27.9204,-63.8935,Cordoba Hunting
162,Blenheim,NZ,61.0,clear sky,-41.516000000000005,173.9528,Knightsbridge Court Motor Lodge
164,Kemijarvi,FI,11.34,broken clouds,66.7131,27.4306,Hotelli Kemijärvi
166,Salalah,OM,73.4,clear sky,17.0151,54.0924,HAMDAN PLAZA HOTEL
167,Rurrenabaque,BO,87.8,light rain,-14.4413,-67.5278,Casa de Campo
168,Obidos,BR,93.16,scattered clouds,-1.9175,-55.5181,Hotel Amazônia Center
170,Posadas,AR,82.4,overcast clouds,-27.3671,-55.8961,Hotel Posadas
171,Safaga,EG,68.0,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
172,Mahebourg,MU,80.6,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
173,Nikaia,GR,37.99,clear sky,37.9667,23.65,ξενοδοχείο ΔΕΛΦΙΝΙ
174,Medvezhyegorsk,RU,16.47,overcast clouds,62.9167,34.4667,Solnechnyy
175,Guiratinga,BR,74.48,moderate rain,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
177,Esperance,AU,57.2,clear sky,-33.8667,121.9,Hospitality Esperance
178,Pandan,PH,78.82,overcast clouds,14.0453,124.1694,Bonifacio Lodge
179,Buala,SB,80.76,light rain,-8.145,159.5921,Maringe Lagoon Lodge
180,Esil,KZ,10.22,broken clouds,51.9556,66.4042,Egorkino Hotel
181,Port Alfred,ZA,69.01,clear sky,-33.5906,26.891,The Halyards Hotel
182,Palmer,US,41.0,broken clouds,42.1584,-72.3287,Wedgewood Motel
183,Ihosy,MG,77.02,moderate rain,-22.4,46.1167,Tamana Hôtel
184,Hervey Bay,AU,75.99,broken clouds,-25.2986,152.8535,Shelly Bay Resort
186,Itarema,BR,86.45,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
187,Freeport,US,44.01,few clouds,40.6576,-73.5832,The Freeport Inn and Marina
189,Saint-Pierre,RE,82.4,few clouds,-21.3393,55.4781,Lindsey Hôtel
190,Vao,NC,76.6,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
191,Cidreira,BR,80.38,moderate rain,-30.1811,-50.2056,Hotel Castelo
193,Ketchikan,US,44.6,overcast clouds,55.3422,-131.6461,Snows Cove Lodge
194,Padrauna,IN,57.27,clear sky,26.9025,83.9819,Hotel Sky Lark
195,Kabinda,CD,70.16,light rain,-6.1333,24.4833,Village Mianda Mutole
196,Arrecife,ES,64.4,few clouds,28.963,-13.5477,Hotel Lancelot
197,Ulladulla,AU,62.6,broken clouds,-35.35,150.4667,Sandpiper Motel
198,Aguimes,ES,66.2,scattered clouds,27.9054,-15.4461,Hotel Villa de Aguimes
199,Constitucion,CL,71.92,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
201,Rosetta,EG,55.4,scattered clouds,31.4044,30.4164,Green Valley
203,Sao Filipe,CV,74.8,clear sky,14.8961,-24.4956,Tortuga B&B
204,Arica,CL,77.0,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
205,Mandalgovi,MN,7.25,clear sky,45.7625,106.2708,В.Ганбат
206,Shimoda,JP,36.0,scattered clouds,34.6667,138.95,Shimoda Tokyu Hotel
208,Sorong,ID,77.29,moderate rain,-0.8833,131.25,The Waigo Hotel
210,Palauig,PH,78.35,broken clouds,15.435,119.9045,Myhousebythesea
211,Monchegorsk,RU,24.01,overcast clouds,67.9397,32.8739,Laplandiya
214,Codrington,AU,58.96,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
215,Hirara,JP,59.34,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
216,Longyearbyen,SJ,23.0,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
217,Airai,TL,61.0,light rain,-8.9266,125.4092,Juvinal Martin
218,Nelson Bay,AU,64.4,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
219,Xichang,CN,34.54,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
220,Waipawa,NZ,62.6,clear sky,-41.4122,175.5153,Tora Coastal Walk
221,Tautira,PF,82.4,broken clouds,-17.7333,-149.15,Pension Oaoa
222,Seydi,TM,47.59,overcast clouds,39.4816,62.9137,Çagalar Dünýäsi
223,Indramayu,ID,80.28,moderate rain,-6.3264,108.32,Grand Trisula Hotel
224,Kavaratti,IN,82.44,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
225,Laguna,US,55.0,mist,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
226,Port Blair,IN,79.36,broken clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
227,Forestville,US,46.99,broken clouds,38.8451,-76.875,Quality Inn
228,Cumpas,MX,70.3,clear sky,29.9833,-109.7833,Hotel La Palma
229,Turbat,PK,60.78,clear sky,26.0023,63.044,Mubashar Quarters
230,Biograd Na Moru,HR,37.0,scattered clouds,43.9433,15.4519,Hotel Palma
231,Roebourne,AU,90.39,broken clouds,-20.7833,117.1333,Harding River Caravan Park
232,Omboue,GA,78.46,light rain,-1.5746,9.2618,Hotel Olako
233,Rioja,AR,83.5,clear sky,-29.4111,-66.8507,Hotel Libertador
234,Korgen,NO,12.99,clear sky,66.0771,13.8153,Huset Cafe & Motell as
235,Zhangye,CN,20.41,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
236,Huarmey,PE,76.39,few clouds,-10.0681,-78.1522,Hotel Miramar
237,Chuy,UY,74.62,broken clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
238,Goderich,CA,33.8,light snow,43.7501,-81.7165,Harmony Inn
239,Clyde River,CA,6.8,snow,70.4692,-68.5914,Qamaq Hotel
240,Boyolangu,ID,75.51,overcast clouds,-8.1181,111.8935,Yos ega cv
241,Mansa,IN,48.85,clear sky,29.9833,75.3833,STARiHOTEL Mansa
242,Moju,BR,86.0,light rain,-1.8839,-48.7689,HOTEL MARTINS
243,Hohhot,CN,3.2,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
244,Sept-Iles,CA,30.99,snow,50.2001,-66.3821,Comfort Inn
245,Soure,BR,83.84,light rain,-0.7167,-48.5233,Casarão
246,Villahermosa,MX,71.6,overcast clouds,17.9833,-92.9167,Hyatt Regency Villahermosa
247,Cayenne,GF,86.0,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
248,Burnie,AU,58.35,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
249,Martapura,ID,73.4,light rain,-3.4167,114.85,Montana Hotel Syariah
251,Necochea,AR,66.0,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
252,Kapit,MY,71.17,light rain,2.0167,112.9333,Hotel Meligai Kapit
253,Pringsewu,ID,73.87,overcast clouds,-5.3582,104.9744,Urban Style by Front One
255,Quelimane,MZ,81.73,light rain,-17.8786,36.8883,Hotel Flamingo
256,Jasper,US,42.01,broken clouds,37.2001,-94.3502,Guest House Motel
257,Jiaojiang,CN,37.0,clear sky,28.6803,121.4428,Fangyuan Hotel
260,Prince Rupert,CA,44.6,light rain,54.3161,-130.3201,Crest Hotel
263,Khuzhir,RU,3.06,overcast clouds,53.1939,107.3397,Отель на озере Байкал Baikal View
264,Arraial Do Cabo,BR,89.6,clear sky,-22.9661,-42.0278,Pousada Porto Praia
265,Narsaq,GL,26.6,light snow,60.9167,-46.05,Hotel Narsaq
266,Pathein,MM,66.15,few clouds,16.7833,94.7333,Pathein Hotel
267,Guerrero Negro,MX,70.95,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
268,Tagusao,PH,76.59,very heavy rain,9.1924,117.8141,Toledo
269,Baneh,IR,35.89,light rain,35.9975,45.8853,ساختمان زیتون
270,Sao Joao Da Barra,BR,87.8,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
271,Rio Grande,BR,80.6,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
272,Gboko,NG,87.3,few clouds,7.3179,8.9951,Bays Garden Hotel
273,Boa Vista,BR,87.8,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
275,Mbanza-Ngungu,CD,70.93,light rain,-5.25,14.8667,Hotel Full Business
276,Bonanza,NI,83.93,overcast clouds,14.0289,-84.59100000000001,Edificio Administrativo HEMCO
277,Kurilsk,RU,13.57,overcast clouds,45.2333,147.8833,City of Kurilsk
279,Russell,US,51.01,overcast clouds,32.3502,-85.1999,Macs
280,Tuatapere,NZ,45.77,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
282,Nhulunbuy,AU,80.6,light rain,-12.2333,136.7667,East Arnhem Real Estate
283,Wollongong,AU,62.01,broken clouds,-34.4333,150.8833,Flinders Motel
284,Hofn,IS,39.2,light rain,64.2539,-15.2082,Hótel Höfn
285,Kloulklubed,PW,75.2,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
286,Port Moresby,PG,78.8,few clouds,-9.4431,147.1797,Lamana Hotel
287,Tutoia,BR,82.4,broken clouds,-2.7619,-42.2744,Pousada Guará's
288,Viransehir,TR,45.19,light rain,37.2353,39.7631,Viranşehir Öğretmenevi
289,Gondanglegi,ID,74.86,light rain,-7.7479,112.0132,Gg. Munasir Homestay
291,Dickinson,US,64.0,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
294,Antofagasta,CL,73.99,few clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
295,Kapoeta,SS,83.93,overcast clouds,4.7717,33.5903,Eastgate Hotel
296,Faribault,US,21.99,clear sky,44.295,-93.2688,GrandStay® Residential Suites Hotel – Faribault
298,Yuci,CN,26.6,clear sky,37.6803,112.7319,Thank Inn Plus Hotel Shanxi Jinzhong Yuci District Yingbin West Street Yinhaixinyue
299,Akyab,MM,65.39,clear sky,20.15,92.9,Hotel Memory
301,Zavyalovo,RU,17.6,overcast clouds,54.5053,82.4484,Baza Otdykha Ivmimg I Itpm Sibirskogo Otdeleniya Ran
302,Namatanai,PG,79.83,light rain,-3.6667,152.4333,Namatanai Hotel
303,Villas,US,63.0,overcast clouds,26.5504,-81.8687,Crowne Plaza Fort Myers at Bell Tower Shops
305,Kostelec Na Hane,CZ,16.0,overcast clouds,49.513999999999996,17.0582,HOTEL TENNIS CLUB
307,Bettiah,IN,58.24,clear sky,26.8,84.5,Bhola Clarks Inn
308,Surt,LY,58.1,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
310,Kirakira,SB,80.78,broken clouds,-10.4544,161.9205,SanBiz Lodge
311,Isetskoye,RU,7.59,overcast clouds,56.4858,65.3226,"Belyye Rosy, Gostinitsa"
312,Ryotsu,JP,31.24,light snow,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
314,Lasa,IT,32.0,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
315,Redmond,US,46.99,overcast clouds,47.674,-122.1215,Seattle Marriott Redmond
317,Saint-Philippe,RE,82.4,few clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
318,Acarau,BR,87.12,scattered clouds,-2.8856,-40.12,castelo pizzaria
319,Cururupu,BR,88.29,scattered clouds,-1.8283,-44.8683,Pousada Través'cia
320,Pahrump,US,57.0,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
321,Erenhot,CN,2.77,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
322,Santa Cruz,BO,68.0,heavy intensity rain,-17.8,-63.1667,Hotel Cortez
323,Xuanzhou,CN,34.2,clear sky,30.9525,118.7553,Nanfang Hotel
324,Kavieng,PG,83.16,broken clouds,-2.5744,150.7967,Nusa Island Retreat
325,Tura,IN,60.21,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
327,Harper,LR,80.89,clear sky,4.375,-7.7169,Screensaver
328,Grand Gaube,MU,81.0,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
329,Santa Rosa,PH,78.8,moderate rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
330,Disraeli,CA,30.0,light snow,45.9001,-71.3491,Auberge De La Chanterelle
331,Skerries,IE,44.01,moderate rain,53.5828,-6.1083,The Redbank Guesthouse
332,Husavik,IS,32.0,snow,66.0449,-17.3389,Bjarnabúð
334,Kota Kinabalu,MY,71.6,light rain,5.9749,116.0724,Gaya Centre Hotel
335,Osorio,BR,81.0,overcast clouds,-29.8867,-50.2697,Motel gêmeos
336,Praia,CV,78.8,clear sky,14.9215,-23.5087,LT Aparthotel
337,Prainha,BR,92.39,scattered clouds,-1.8,-53.48,Casa Rocha
339,Geraldton,AU,84.2,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
340,Itoman,JP,59.0,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
341,Weyburn,CA,17.6,overcast clouds,49.6668,-103.8511,Perfect Inns & Suites
342,Thunder Bay,CA,21.0,few clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
343,Conceicao Do Araguaia,BR,90.01,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
344,Soe,ID,66.81,overcast clouds,-9.8607,124.28399999999999,Dena Hotel
346,Kruisfontein,ZA,70.0,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
347,Springbok,ZA,71.42,clear sky,-29.6643,17.8865,Undulata Country Lodge
348,Gunjur,GM,82.4,broken clouds,13.2019,-16.7339,Kuba Lodge
349,Shetpe,KZ,37.22,clear sky,44.1667,52.1167,Rtsm Shetpe Analog
350,Pisco,PE,77.0,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
351,Plettenberg Bay,ZA,66.58,few clouds,-34.0527,23.3716,Thanda Vista B&B
352,Raudeberg,NO,37.4,broken clouds,61.9875,5.1352,Nordre Silda.
355,Belmonte,BR,86.0,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
357,Faya,SA,59.0,clear sky,18.3851,42.4509,مقبرة ال مجمل
359,Lovozero,RU,24.98,light snow,68.005,35.0117,Country house Lovozero
361,Boquira,BR,90.66,few clouds,-12.8231,-42.7306,Cristal Palace Hotel
362,Ciudad Bolivar,VE,90.09,broken clouds,8.1222,-63.5497,Hotel Edi
363,Ereymentau,KZ,18.1,scattered clouds,51.6199,73.1033,"Gostinitsa ""Dostyk"""
364,Andros Town,BS,70.75,overcast clouds,24.7,-77.7667,Hanks place
365,Moose Factory,CA,14.0,clear sky,51.2585,-80.6094,Moosonee Lilypad
366,Port Lincoln,AU,58.68,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
367,Nome,US,6.8,clear sky,64.5011,-165.4064,Dredge 7 Inn
369,San Patricio,US,69.8,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
370,Pietarsaari,FI,28.0,broken clouds,63.65,22.6833,Jakobstad City Hotel Pietarsaari
371,Margate,GB,42.01,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
372,Cascais,PT,57.99,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
374,Najran,SA,69.8,clear sky,17.4924,44.1277,محمد هادي ال فطيح
375,Maldonado,UY,75.0,broken clouds,-34.6667,-54.9167,La Cimarrona
376,Caravelas,BR,83.05,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
377,Gizo,SB,83.39,broken clouds,-8.103,156.8419,Imagination Island
378,Porto Belo,BR,86.0,few clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
379,Celestun,MX,71.22,broken clouds,20.8667,-90.4,Posada Lilia
380,Guaruja,BR,91.4,scattered clouds,-23.9931,-46.2564,Charme Hotel Guarujá
381,Rawson,AR,67.62,clear sky,-43.3002,-65.1023,Hosteria Sampedro
382,Staraya Poltavka,RU,2.35,snow,50.4772,46.4814,"Hotel ""Oktyabrskaya"""
383,Paamiut,GL,28.29,overcast clouds,61.994,-49.6678,Yeet Hotel
384,Boromo,BF,86.36,overcast clouds,11.75,-2.9333,Sama Camp
385,Erzin,TR,59.0,broken clouds,36.9559,36.2,Artemis Otel
386,Sergeyevka,KZ,11.55,overcast clouds,53.88,67.4158,Amina
